xflr5 v6.38

Plane name :        Decode1_Wing_modif
Polar name :        T1-30.0 m/s-VLM2-15.0kg-x39.1mm
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   12.200     0.000   1.256417   0.068844   0.016485   0.085329  -0.000000  -0.000000  -0.571618  -0.000000  -0.000000   30.0000     0.1951
   12.400     0.000   1.273502   0.070602   0.016700   0.087301  -0.000000   0.000000  -0.576748   0.000000  -0.000000   30.0000     0.1945
   12.600     0.000   1.290552   0.072378   0.016913   0.089290  -0.000000   0.000000  -0.581856  -0.000000  -0.000000   30.0000     0.1939
   12.800     0.000   1.307569   0.074172   0.017142   0.091313  -0.000000  -0.000000  -0.586947  -0.000000  -0.000000   30.0000     0.1933
   13.000     0.000   1.324551   0.075984   0.017375   0.093359  -0.000000  -0.000000  -0.592016  -0.000000  -0.000000   30.0000     0.1928
   13.200     0.000   1.341498   0.077814   0.017622   0.095436  -0.000000  -0.000000  -0.597067   0.000000  -0.000000   30.0000     0.1923
   13.400     0.000   1.358411   0.079661   0.017887   0.097548  -0.000000  -0.000000  -0.602104   0.000000  -0.000000   30.0000     0.1917
   13.600     0.000   1.375287   0.081526   0.018215   0.099741  -0.000000  -0.000000  -0.607154   0.000000  -0.000000   30.0000     0.1912
   13.800     0.000   1.392127   0.083408   0.018544   0.101952  -0.000000  -0.000000  -0.612176   0.000000  -0.000000   30.0000     0.1908
   14.000     0.000   1.408931   0.085307   0.018883   0.104190  -0.000000  -0.000000  -0.617173  -0.000000  -0.000000   30.0000     0.1903
   14.200     0.000   1.425698   0.087222   0.019243   0.106466  -0.000000  -0.000000  -0.622147   0.000000  -0.000000   30.0000     0.1898
   14.400     0.000   1.442428   0.089154   0.019643   0.108798  -0.000000  -0.000000  -0.627106   0.000000  -0.000000   30.0000     0.1894
   14.600     0.000   1.459120   0.091103   0.020090   0.111193  -0.000000  -0.000000  -0.632057   0.000000  -0.000000   30.0000     0.1889


